prompt_id,prompt_text,ref_path,variant,gen_path
animals_and_ecology_002_single,"A man in a beige vest and brown shirt, holding a black hat, gently pets an elephant's trunk as it extends through a green and yellow fence. The elephant, gray with chained legs, stands calmly while the man touches its head. Nearby, another person in a tan-brown uniform observes the interaction, wearing a lanyard with a badge around their neck. A woman in an orange-yellow sari also watches from beside the fence under bright daylight, surrounded by other elephants grazing on grassy terrain dotted with trees.",http://172.16.82.12:8010/ref/animals_and_ecology_002_single/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_002_single/wan21.mp4
animals_and_ecology_002_single,"A man in a beige vest and brown shirt, holding a black hat, gently pets an elephant's trunk as it extends through a green and yellow fence. The elephant, gray with chained legs, stands calmly while the man touches its head. Nearby, another person in a tan-brown uniform observes the interaction, wearing a lanyard with a badge around their neck. A woman in an orange-yellow sari also watches from beside the fence under bright daylight, surrounded by other elephants grazing on grassy terrain dotted with trees.",http://172.16.82.12:8010/ref/animals_and_ecology_002_single/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_002_single/cogfun.mp4
animals_and_ecology_002_single,"A man in a beige vest and brown shirt, holding a black hat, gently pets an elephant's trunk as it extends through a green and yellow fence. The elephant, gray with chained legs, stands calmly while the man touches its head. Nearby, another person in a tan-brown uniform observes the interaction, wearing a lanyard with a badge around their neck. A woman in an orange-yellow sari also watches from beside the fence under bright daylight, surrounded by other elephants grazing on grassy terrain dotted with trees.",http://172.16.82.12:8010/ref/animals_and_ecology_002_single/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_002_single/cogvideo5b.mp4
animals_and_ecology_002_single,"A man in a beige vest and brown shirt, holding a black hat, gently pets an elephant's trunk as it extends through a green and yellow fence. The elephant, gray with chained legs, stands calmly while the man touches its head. Nearby, another person in a tan-brown uniform observes the interaction, wearing a lanyard with a badge around their neck. A woman in an orange-yellow sari also watches from beside the fence under bright daylight, surrounded by other elephants grazing on grassy terrain dotted with trees.",http://172.16.82.12:8010/ref/animals_and_ecology_002_single/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_002_single/videocrafter.mp4
animals_and_ecology_003_single,"A black and white panda rests on a log, its body facing left with one paw draped over the edge. The background is filled with lush green trees, creating a serene forest setting. Soft natural light illuminates the scene, highlighting the panda's distinctive fur pattern against the vibrant foliage.",http://172.16.82.12:8010/ref/animals_and_ecology_003_single/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_003_single/wan21.mp4
animals_and_ecology_003_single,"A black and white panda rests on a log, its body facing left with one paw draped over the edge. The background is filled with lush green trees, creating a serene forest setting. Soft natural light illuminates the scene, highlighting the panda's distinctive fur pattern against the vibrant foliage.",http://172.16.82.12:8010/ref/animals_and_ecology_003_single/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_003_single/vidu.mp4
animals_and_ecology_003_single,"A black and white panda rests on a log, its body facing left with one paw draped over the edge. The background is filled with lush green trees, creating a serene forest setting. Soft natural light illuminates the scene, highlighting the panda's distinctive fur pattern against the vibrant foliage.",http://172.16.82.12:8010/ref/animals_and_ecology_003_single/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_003_single/cogfun.mp4
animals_and_ecology_003_single,"A black and white panda rests on a log, its body facing left with one paw draped over the edge. The background is filled with lush green trees, creating a serene forest setting. Soft natural light illuminates the scene, highlighting the panda's distinctive fur pattern against the vibrant foliage.",http://172.16.82.12:8010/ref/animals_and_ecology_003_single/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_003_single/cogvideo5b.mp4
animals_and_ecology_003_single,"A black and white panda rests on a log, its body facing left with one paw draped over the edge. The background is filled with lush green trees, creating a serene forest setting. Soft natural light illuminates the scene, highlighting the panda's distinctive fur pattern against the vibrant foliage.",http://172.16.82.12:8010/ref/animals_and_ecology_003_single/ref.mp4,5,http://172.16.82.12:8010/gen/animals_and_ecology_003_single/videocrafter.mp4
animals_and_ecology_005_multi,"shot1: Two small black and white birds with long tails, one facing left and the other facing right, are standing on a dirt path surrounded by green grass and bushes, looking around and pecking at the ground while walking slowly.
shot2: Two small black and white birds with long tails, one facing left (o1) and the other right (o2), are walking on a dirt path covered with dry leaves and sparse green grass, pecking at the ground while looking around; they move in opposite directions but remain close to each other throughout.",http://172.16.82.12:8010/ref/animals_and_ecology_005_multi/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_005_multi/wan21.mp4
animals_and_ecology_005_multi,"shot1: Two small black and white birds with long tails, one facing left and the other facing right, are standing on a dirt path surrounded by green grass and bushes, looking around and pecking at the ground while walking slowly.
shot2: Two small black and white birds with long tails, one facing left (o1) and the other right (o2), are walking on a dirt path covered with dry leaves and sparse green grass, pecking at the ground while looking around; they move in opposite directions but remain close to each other throughout.",http://172.16.82.12:8010/ref/animals_and_ecology_005_multi/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_005_multi/vidu.mp4
animals_and_ecology_005_multi,"shot1: Two small black and white birds with long tails, one facing left and the other facing right, are standing on a dirt path surrounded by green grass and bushes, looking around and pecking at the ground while walking slowly.
shot2: Two small black and white birds with long tails, one facing left (o1) and the other right (o2), are walking on a dirt path covered with dry leaves and sparse green grass, pecking at the ground while looking around; they move in opposite directions but remain close to each other throughout.",http://172.16.82.12:8010/ref/animals_and_ecology_005_multi/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_005_multi/cogfun.mp4
animals_and_ecology_005_multi,"shot1: Two small black and white birds with long tails, one facing left and the other facing right, are standing on a dirt path surrounded by green grass and bushes, looking around and pecking at the ground while walking slowly.
shot2: Two small black and white birds with long tails, one facing left (o1) and the other right (o2), are walking on a dirt path covered with dry leaves and sparse green grass, pecking at the ground while looking around; they move in opposite directions but remain close to each other throughout.",http://172.16.82.12:8010/ref/animals_and_ecology_005_multi/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_005_multi/cogvideo5b.mp4
animals_and_ecology_005_multi,"shot1: Two small black and white birds with long tails, one facing left and the other facing right, are standing on a dirt path surrounded by green grass and bushes, looking around and pecking at the ground while walking slowly.
shot2: Two small black and white birds with long tails, one facing left (o1) and the other right (o2), are walking on a dirt path covered with dry leaves and sparse green grass, pecking at the ground while looking around; they move in opposite directions but remain close to each other throughout.",http://172.16.82.12:8010/ref/animals_and_ecology_005_multi/ref.mp4,5,http://172.16.82.12:8010/gen/animals_and_ecology_005_multi/videocrafter.mp4
animals_and_ecology_007_multi,"shot1: A group of black, white, and yellow striped fish with golden fins swim gracefully in clear blue water, their large eyes prominent as they glide effortlessly through the scene.
shot8: A school of fish, including those with black, white, and yellow stripes on their bodies and golden fins, swim gracefully in the clear blue water above a resting green-scaled turtle nestled among rocks at the bottom.
shot9: A large school of fish with yellow and blue stripes, some featuring black spots on their bodies and golden fins, swim closely together in the water, creating a dense, vibrant underwater scene.",http://172.16.82.12:8010/ref/animals_and_ecology_007_multi/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_007_multi/wan21.mp4
animals_and_ecology_007_multi,"shot1: A group of black, white, and yellow striped fish with golden fins swim gracefully in clear blue water, their large eyes prominent as they glide effortlessly through the scene.
shot8: A school of fish, including those with black, white, and yellow stripes on their bodies and golden fins, swim gracefully in the clear blue water above a resting green-scaled turtle nestled among rocks at the bottom.
shot9: A large school of fish with yellow and blue stripes, some featuring black spots on their bodies and golden fins, swim closely together in the water, creating a dense, vibrant underwater scene.",http://172.16.82.12:8010/ref/animals_and_ecology_007_multi/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_007_multi/vidu.mp4
animals_and_ecology_007_multi,"shot1: A group of black, white, and yellow striped fish with golden fins swim gracefully in clear blue water, their large eyes prominent as they glide effortlessly through the scene.
shot8: A school of fish, including those with black, white, and yellow stripes on their bodies and golden fins, swim gracefully in the clear blue water above a resting green-scaled turtle nestled among rocks at the bottom.
shot9: A large school of fish with yellow and blue stripes, some featuring black spots on their bodies and golden fins, swim closely together in the water, creating a dense, vibrant underwater scene.",http://172.16.82.12:8010/ref/animals_and_ecology_007_multi/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_007_multi/cogfun.mp4
animals_and_ecology_007_multi,"shot1: A group of black, white, and yellow striped fish with golden fins swim gracefully in clear blue water, their large eyes prominent as they glide effortlessly through the scene.
shot8: A school of fish, including those with black, white, and yellow stripes on their bodies and golden fins, swim gracefully in the clear blue water above a resting green-scaled turtle nestled among rocks at the bottom.
shot9: A large school of fish with yellow and blue stripes, some featuring black spots on their bodies and golden fins, swim closely together in the water, creating a dense, vibrant underwater scene.",http://172.16.82.12:8010/ref/animals_and_ecology_007_multi/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_007_multi/cogvideo5b.mp4
animals_and_ecology_007_multi,"shot1: A group of black, white, and yellow striped fish with golden fins swim gracefully in clear blue water, their large eyes prominent as they glide effortlessly through the scene.
shot8: A school of fish, including those with black, white, and yellow stripes on their bodies and golden fins, swim gracefully in the clear blue water above a resting green-scaled turtle nestled among rocks at the bottom.
shot9: A large school of fish with yellow and blue stripes, some featuring black spots on their bodies and golden fins, swim closely together in the water, creating a dense, vibrant underwater scene.",http://172.16.82.12:8010/ref/animals_and_ecology_007_multi/ref.mp4,5,http://172.16.82.12:8010/gen/animals_and_ecology_007_multi/videocrafter.mp4
animals_and_ecology_008_multi,"shot1: In a snowy mountainous landscape, several sheep with light-brown and black faces graze on patches of green grass scattered across the ground covered in snow, while one white sheep walks alone facing away from the camera; a person wearing red clothing is seen walking among them in the background, as trees stand tall against the backdrop of distant mountains under clear blue skies.
shot2: In a snowy mountainous landscape with scattered evergreen trees, several sheep graze on the grassy field; one white sheep stands alone in the foreground facing away from the camera while looking towards two other animals grazing further back near a small stream that runs parallel to a paved road.",http://172.16.82.12:8010/ref/animals_and_ecology_008_multi/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_008_multi/wan21.mp4
animals_and_ecology_008_multi,"shot1: In a snowy mountainous landscape, several sheep with light-brown and black faces graze on patches of green grass scattered across the ground covered in snow, while one white sheep walks alone facing away from the camera; a person wearing red clothing is seen walking among them in the background, as trees stand tall against the backdrop of distant mountains under clear blue skies.
shot2: In a snowy mountainous landscape with scattered evergreen trees, several sheep graze on the grassy field; one white sheep stands alone in the foreground facing away from the camera while looking towards two other animals grazing further back near a small stream that runs parallel to a paved road.",http://172.16.82.12:8010/ref/animals_and_ecology_008_multi/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_008_multi/vidu.mp4
animals_and_ecology_008_multi,"shot1: In a snowy mountainous landscape, several sheep with light-brown and black faces graze on patches of green grass scattered across the ground covered in snow, while one white sheep walks alone facing away from the camera; a person wearing red clothing is seen walking among them in the background, as trees stand tall against the backdrop of distant mountains under clear blue skies.
shot2: In a snowy mountainous landscape with scattered evergreen trees, several sheep graze on the grassy field; one white sheep stands alone in the foreground facing away from the camera while looking towards two other animals grazing further back near a small stream that runs parallel to a paved road.",http://172.16.82.12:8010/ref/animals_and_ecology_008_multi/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_008_multi/cogfun.mp4
animals_and_ecology_008_multi,"shot1: In a snowy mountainous landscape, several sheep with light-brown and black faces graze on patches of green grass scattered across the ground covered in snow, while one white sheep walks alone facing away from the camera; a person wearing red clothing is seen walking among them in the background, as trees stand tall against the backdrop of distant mountains under clear blue skies.
shot2: In a snowy mountainous landscape with scattered evergreen trees, several sheep graze on the grassy field; one white sheep stands alone in the foreground facing away from the camera while looking towards two other animals grazing further back near a small stream that runs parallel to a paved road.",http://172.16.82.12:8010/ref/animals_and_ecology_008_multi/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_008_multi/cogvideo5b.mp4
animals_and_ecology_008_multi,"shot1: In a snowy mountainous landscape, several sheep with light-brown and black faces graze on patches of green grass scattered across the ground covered in snow, while one white sheep walks alone facing away from the camera; a person wearing red clothing is seen walking among them in the background, as trees stand tall against the backdrop of distant mountains under clear blue skies.
shot2: In a snowy mountainous landscape with scattered evergreen trees, several sheep graze on the grassy field; one white sheep stands alone in the foreground facing away from the camera while looking towards two other animals grazing further back near a small stream that runs parallel to a paved road.",http://172.16.82.12:8010/ref/animals_and_ecology_008_multi/ref.mp4,5,http://172.16.82.12:8010/gen/animals_and_ecology_008_multi/videocrafter.mp4
animals_and_ecology_009_multi,"shot1: An adult male monkey with brown fur and a light belly sits alert on a branch, holding it firmly while looking around to the right, as a smaller juvenile monkey clings restfully behind him facing left, both surrounded by dense green foliage.
shot2: An adult male monkey with brown fur and a light belly sits alert on a tree branch, holding onto the foliage while looking around to the right, as a small juvenile monkey clings restfully behind it, both surrounded by dense green leaves in bright daylight.
shot3: A medium-sized adult male monkey with brown fur and a light belly sits alert on a branch, holding onto it while looking around to the right, as a smaller juvenile monkey with similar brown fur clings restfully behind him, attached to his back.",http://172.16.82.12:8010/ref/animals_and_ecology_009_multi/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_009_multi/wan21.mp4
animals_and_ecology_009_multi,"shot1: An adult male monkey with brown fur and a light belly sits alert on a branch, holding it firmly while looking around to the right, as a smaller juvenile monkey clings restfully behind him facing left, both surrounded by dense green foliage.
shot2: An adult male monkey with brown fur and a light belly sits alert on a tree branch, holding onto the foliage while looking around to the right, as a small juvenile monkey clings restfully behind it, both surrounded by dense green leaves in bright daylight.
shot3: A medium-sized adult male monkey with brown fur and a light belly sits alert on a branch, holding onto it while looking around to the right, as a smaller juvenile monkey with similar brown fur clings restfully behind him, attached to his back.",http://172.16.82.12:8010/ref/animals_and_ecology_009_multi/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_009_multi/vidu.mp4
animals_and_ecology_009_multi,"shot1: An adult male monkey with brown fur and a light belly sits alert on a branch, holding it firmly while looking around to the right, as a smaller juvenile monkey clings restfully behind him facing left, both surrounded by dense green foliage.
shot2: An adult male monkey with brown fur and a light belly sits alert on a tree branch, holding onto the foliage while looking around to the right, as a small juvenile monkey clings restfully behind it, both surrounded by dense green leaves in bright daylight.
shot3: A medium-sized adult male monkey with brown fur and a light belly sits alert on a branch, holding onto it while looking around to the right, as a smaller juvenile monkey with similar brown fur clings restfully behind him, attached to his back.",http://172.16.82.12:8010/ref/animals_and_ecology_009_multi/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_009_multi/cogfun.mp4
animals_and_ecology_009_multi,"shot1: An adult male monkey with brown fur and a light belly sits alert on a branch, holding it firmly while looking around to the right, as a smaller juvenile monkey clings restfully behind him facing left, both surrounded by dense green foliage.
shot2: An adult male monkey with brown fur and a light belly sits alert on a tree branch, holding onto the foliage while looking around to the right, as a small juvenile monkey clings restfully behind it, both surrounded by dense green leaves in bright daylight.
shot3: A medium-sized adult male monkey with brown fur and a light belly sits alert on a branch, holding onto it while looking around to the right, as a smaller juvenile monkey with similar brown fur clings restfully behind him, attached to his back.",http://172.16.82.12:8010/ref/animals_and_ecology_009_multi/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_009_multi/cogvideo5b.mp4
animals_and_ecology_009_multi,"shot1: An adult male monkey with brown fur and a light belly sits alert on a branch, holding it firmly while looking around to the right, as a smaller juvenile monkey clings restfully behind him facing left, both surrounded by dense green foliage.
shot2: An adult male monkey with brown fur and a light belly sits alert on a tree branch, holding onto the foliage while looking around to the right, as a small juvenile monkey clings restfully behind it, both surrounded by dense green leaves in bright daylight.
shot3: A medium-sized adult male monkey with brown fur and a light belly sits alert on a branch, holding onto it while looking around to the right, as a smaller juvenile monkey with similar brown fur clings restfully behind him, attached to his back.",http://172.16.82.12:8010/ref/animals_and_ecology_009_multi/ref.mp4,5,http://172.16.82.12:8010/gen/animals_and_ecology_009_multi/videocrafter.mp4
animals_and_ecology_009_single,"A large koala with fluffy gray fur, black nose, and white-tipped ears sits calmly among green eucalyptus leaves attached to a rough-barked brown tree trunk. Its dark eyes are alert as it feeds on the elongated green leaves, its tongue occasionally visible while chewing. The background is softly blurred, highlighting the koala's clean, well-groomed appearance in natural daylight.",http://172.16.82.12:8010/ref/animals_and_ecology_009_single/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_009_single/wan21.mp4
animals_and_ecology_009_single,"A large koala with fluffy gray fur, black nose, and white-tipped ears sits calmly among green eucalyptus leaves attached to a rough-barked brown tree trunk. Its dark eyes are alert as it feeds on the elongated green leaves, its tongue occasionally visible while chewing. The background is softly blurred, highlighting the koala's clean, well-groomed appearance in natural daylight.",http://172.16.82.12:8010/ref/animals_and_ecology_009_single/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_009_single/vidu.mp4
animals_and_ecology_009_single,"A large koala with fluffy gray fur, black nose, and white-tipped ears sits calmly among green eucalyptus leaves attached to a rough-barked brown tree trunk. Its dark eyes are alert as it feeds on the elongated green leaves, its tongue occasionally visible while chewing. The background is softly blurred, highlighting the koala's clean, well-groomed appearance in natural daylight.",http://172.16.82.12:8010/ref/animals_and_ecology_009_single/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_009_single/cogfun.mp4
animals_and_ecology_009_single,"A large koala with fluffy gray fur, black nose, and white-tipped ears sits calmly among green eucalyptus leaves attached to a rough-barked brown tree trunk. Its dark eyes are alert as it feeds on the elongated green leaves, its tongue occasionally visible while chewing. The background is softly blurred, highlighting the koala's clean, well-groomed appearance in natural daylight.",http://172.16.82.12:8010/ref/animals_and_ecology_009_single/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_009_single/cogvideo5b.mp4
animals_and_ecology_009_single,"A large koala with fluffy gray fur, black nose, and white-tipped ears sits calmly among green eucalyptus leaves attached to a rough-barked brown tree trunk. Its dark eyes are alert as it feeds on the elongated green leaves, its tongue occasionally visible while chewing. The background is softly blurred, highlighting the koala's clean, well-groomed appearance in natural daylight.",http://172.16.82.12:8010/ref/animals_and_ecology_009_single/ref.mp4,5,http://172.16.82.12:8010/gen/animals_and_ecology_009_single/videocrafter.mp4
animals_and_ecology_010_multi,"shot1: A large group of elephants, including a small one in the foreground and many more gathered near water in the background, are seen on a dry, sandy plain under a bright blue sky with scattered white clouds; an elephant walks away from the camera while others stand or move around.
shot2: A large group of elephants, some with gray skin and tusks, are gathered on a dry dirt field near the water's edge where they interact playfully; smaller animals like deer with brown fur stand nearby observing them.",http://172.16.82.12:8010/ref/animals_and_ecology_010_multi/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_010_multi/wan21.mp4
animals_and_ecology_010_multi,"shot1: A large group of elephants, including a small one in the foreground and many more gathered near water in the background, are seen on a dry, sandy plain under a bright blue sky with scattered white clouds; an elephant walks away from the camera while others stand or move around.
shot2: A large group of elephants, some with gray skin and tusks, are gathered on a dry dirt field near the water's edge where they interact playfully; smaller animals like deer with brown fur stand nearby observing them.",http://172.16.82.12:8010/ref/animals_and_ecology_010_multi/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_010_multi/vidu.mp4
animals_and_ecology_010_multi,"shot1: A large group of elephants, including a small one in the foreground and many more gathered near water in the background, are seen on a dry, sandy plain under a bright blue sky with scattered white clouds; an elephant walks away from the camera while others stand or move around.
shot2: A large group of elephants, some with gray skin and tusks, are gathered on a dry dirt field near the water's edge where they interact playfully; smaller animals like deer with brown fur stand nearby observing them.",http://172.16.82.12:8010/ref/animals_and_ecology_010_multi/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_010_multi/cogfun.mp4
animals_and_ecology_010_multi,"shot1: A large group of elephants, including a small one in the foreground and many more gathered near water in the background, are seen on a dry, sandy plain under a bright blue sky with scattered white clouds; an elephant walks away from the camera while others stand or move around.
shot2: A large group of elephants, some with gray skin and tusks, are gathered on a dry dirt field near the water's edge where they interact playfully; smaller animals like deer with brown fur stand nearby observing them.",http://172.16.82.12:8010/ref/animals_and_ecology_010_multi/ref.mp4,4,http://172.16.82.12:8010/gen/animals_and_ecology_010_multi/cogvideo5b.mp4
animals_and_ecology_010_multi,"shot1: A large group of elephants, including a small one in the foreground and many more gathered near water in the background, are seen on a dry, sandy plain under a bright blue sky with scattered white clouds; an elephant walks away from the camera while others stand or move around.
shot2: A large group of elephants, some with gray skin and tusks, are gathered on a dry dirt field near the water's edge where they interact playfully; smaller animals like deer with brown fur stand nearby observing them.",http://172.16.82.12:8010/ref/animals_and_ecology_010_multi/ref.mp4,5,http://172.16.82.12:8010/gen/animals_and_ecology_010_multi/videocrafter.mp4
animals_and_ecology_011_single,"A medium-sized brown lizard with a speckled pattern and rough texture rests on a weathered wooden branch, facing to the right. Its body is perched steadily as it licks its lips, extending its long tongue briefly before retracting it back into its mouth. The background features lush green foliage, creating a natural habitat setting that highlights the lizard's earthy tones. Soft lighting illuminates the scene, enhancing the detailed textures of both the lizard's scales and the bark of the branch.",http://172.16.82.12:8010/ref/animals_and_ecology_011_single/ref.mp4,1,http://172.16.82.12:8010/gen/animals_and_ecology_011_single/wan21.mp4
animals_and_ecology_011_single,"A medium-sized brown lizard with a speckled pattern and rough texture rests on a weathered wooden branch, facing to the right. Its body is perched steadily as it licks its lips, extending its long tongue briefly before retracting it back into its mouth. The background features lush green foliage, creating a natural habitat setting that highlights the lizard's earthy tones. Soft lighting illuminates the scene, enhancing the detailed textures of both the lizard's scales and the bark of the branch.",http://172.16.82.12:8010/ref/animals_and_ecology_011_single/ref.mp4,2,http://172.16.82.12:8010/gen/animals_and_ecology_011_single/vidu.mp4
animals_and_ecology_011_single,"A medium-sized brown lizard with a speckled pattern and rough texture rests on a weathered wooden branch, facing to the right. Its body is perched steadily as it licks its lips, extending its long tongue briefly before retracting it back into its mouth. The background features lush green foliage, creating a natural habitat setting that highlights the lizard's earthy tones. Soft lighting illuminates the scene, enhancing the detailed textures of both the lizard's scales and the bark of the branch.",http://172.16.82.12:8010/ref/animals_and_ecology_011_single/ref.mp4,3,http://172.16.82.12:8010/gen/animals_and_ecology_011_single/cogfun.mp4
